Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Zero_Balance,Balance_Salary_Ratio,Products_Bucket,Age_Inactive,Germany_HighBal,Geography,Gender,Exited
31,0.0,689,136610.02,2,1,1,0.0,0,0,0,Spain,Female,0
50,125437.64,652,17160.94,1,1,0,7.309059465305205,0,0,1,Germany,Male,1
26,0.0,769,176843.53,2,0,1,0.0,0,26,0,France,Female,0
43,64897.75,611,114996.33,1,0,0,0.5643413634038286,0,43,0,France,Female,0
38,0.0,489,196990.79,2,1,1,0.0,0,0,0,France,Male,0
46,135555.66,528,133146.03,1,0,0,1.0180900017071355,0,46,1,Germany,Female,1
44,107764.75,632,185667.72,1,0,0,0.5804141376102555,0,44,0,France,Male,0
27,117307.44,429,24020.49,2,1,0,4.883437288860932,0,0,0,France,Female,0
41,73700.12,457,185750.02,3,1,0,0.396768319226457,1,0,0,France,Male,1
44,60603.4,768,178045.97,1,1,0,0.34037872141266995,0,0,0,Spain,Female,0
35,40169.88,715,199857.47,2,1,0,0.20099163172819245,0,0,0,Spain,Female,0
32,92041.87,668,43595.9,1,1,0,2.11120217263154,0,0,0,Germany,Female,0
26,130483.95,625,122810.53,1,0,0,1.062473124469665,0,26,1,Germany,Male,0
41,0.0,846,3440.47,3,0,1,0.0,1,41,0,France,Female,1
42,0.0,661,35989.41,2,0,1,0.0,0,42,0,Spain,Female,0
23,151097.28,571,17163.75,1,1,0,8.802766134082932,0,0,0,France,Female,0
46,67563.31,582,44506.09,1,0,0,1.518034767044981,0,46,0,Spain,Female,1
35,112808.18,716,17848.3,1,1,0,6.320033838862028,0,0,0,France,Female,0
42,0.0,758,76209.56,2,1,1,0.0,0,0,0,France,Female,0
66,86459.8,725,141476.56,1,1,0,0.6111202370185067,0,0,0,France,Male,0
40,118633.08,630,60032.46,1,1,0,1.976115985985149,0,0,0,France,Female,1
55,159441.27,627,100686.11,1,0,0,1.583532092638273,0,55,0,France,Female,1
27,0.0,653,96429.29,2,0,1,0.0,0,27,0,France,Female,0
38,125212.65,775,15795.88,2,1,0,7.926416482242063,0,0,1,Germany,Female,1
45,88656.37,794,116547.31,2,0,0,0.7606834453455396,0,45,0,Spain,Male,0
32,146033.62,831,191260.74,1,0,0,0.7635276140434569,0,32,0,France,Female,0
29,120268.13,561,173870.39,1,1,0,0.6917074166140846,0,0,0,France,Male,0
46,0.0,705,117273.35,2,0,1,0.0,0,46,0,Spain,Male,0
33,0.0,636,92277.47,1,0,1,0.0,0,33,0,Spain,Female,1
46,135070.58,487,44244.49,2,1,0,3.0527536252847463,0,0,1,Germany,Female,1
38,0.0,693,78133.48,2,0,1,0.0,0,38,0,France,Female,1
29,0.0,517,103402.88,2,0,1,0.0,0,29,0,Spain,Female,0
27,122550.05,684,137835.82,2,1,0,0.889095163396834,0,0,0,France,Female,0
43,0.0,620,20670.1,2,0,1,0.0,0,43,0,Spain,Female,0
29,130306.49,757,77469.38,1,0,0,1.6820169205314341,0,29,0,France,Male,0
27,0.0,739,57572.38,1,1,1,0.0,0,0,0,France,Female,0
41,90350.77,662,75884.65,1,0,0,1.1906173301539884,0,41,0,Spain,Female,1
44,128747.69,359,146955.71,1,0,0,0.8760926261890322,0,44,0,France,Female,1
23,126873.52,572,67040.12,1,1,0,1.8924731567730373,0,0,0,Spain,Male,0
69,108424.19,721,178418.35,1,1,0,0.6076929996662358,0,0,0,France,Male,0
32,0.0,707,30807.02,2,0,1,0.0,0,32,0,France,Male,0
40,84350.07,444,143835.76,1,0,0,0.586429157608945,0,40,0,France,Female,0
73,0.0,523,130883.9,2,0,1,0.0,0,73,0,France,Female,1
30,84958.6,685,194343.72,2,1,0,0.4371541454792289,0,0,0,Germany,Female,0
29,99097.36,673,9796.69,1,1,0,10.114359609254834,0,0,1,Germany,Female,0
30,136622.55,503,47310.24,2,0,0,2.8877397844571395,0,30,1,Germany,Male,0
30,156771.68,485,141148.21,1,1,0,1.1106805344500335,0,0,1,Germany,Female,0
28,167658.33,799,111138.25,2,1,0,1.5085429315025969,0,0,1,Germany,Male,0
33,0.0,585,114182.07,2,0,1,0.0,0,33,0,Spain,Female,0
24,109483.54,607,127560.77,2,1,0,0.8582786206243452,0,0,1,Germany,Female,0
40,134504.78,521,18082.06,1,0,0,7.438164779633535,0,40,1,Germany,Female,0
44,114427.86,535,136330.26,1,1,0,0.8393369209673555,0,0,0,France,Female,0
45,83888.54,724,34121.81,1,1,0,2.458430006204061,0,0,0,Spain,Male,0
32,110029.77,520,56246.69,1,0,0,1.9561651331814693,0,32,1,Germany,Male,0
41,127523.75,696,191417.42,1,1,0,0.6662041719913893,0,0,0,Spain,Male,0
30,139762.13,657,23317.88,2,1,0,5.993518127800306,0,0,1,Germany,Male,0
42,91611.12,603,144675.3,1,0,0,0.6332144242007848,0,42,0,Spain,Female,1
42,109471.79,726,175161.05,1,1,0,0.6249743594574282,0,0,0,France,Female,0
39,150500.64,591,14928.8,1,0,0,10.080552987983765,0,39,0,France,Female,0
59,101609.77,792,161479.19,1,0,0,0.6292398466957464,0,59,1,Germany,Female,1
57,0.0,550,133501.94,1,1,1,0.0,0,0,0,France,Male,0
26,78892.23,601,23703.52,1,1,0,3.3281513399132314,0,0,0,France,Female,0
29,82344.84,820,115985.38,1,1,0,0.7099526685805695,0,0,0,France,Female,0
48,0.0,667,43229.2,1,0,1,0.0,0,48,0,France,Male,0
44,0.0,573,94862.93,1,1,1,0.0,0,0,0,Spain,Female,0
62,127706.33,755,142377.69,2,1,0,0.8969483424801844,0,0,0,France,Male,0
41,124349.34,552,135635.25,1,0,0,0.916785446368504,0,41,0,France,Female,0
44,0.0,598,148487.9,2,0,1,0.0,0,44,0,Spain,Male,0
28,119336.29,576,58976.85,2,1,0,2.023408618659378,0,0,1,Germany,Male,0
31,0.0,670,76254.83,1,1,1,0.0,0,0,0,France,Female,0
56,104217.3,504,55857.48,1,0,0,1.8657382012543127,0,56,1,Germany,Male,1
65,0.0,778,77867.23,1,1,1,0.0,0,0,0,France,Female,0
39,144757.02,558,22878.16,1,0,0,6.327025118055033,0,39,1,Germany,Male,1
44,0.0,627,114469.55,1,1,1,0.0,0,0,0,Spain,Male,0
43,0.0,683,96754.8,1,0,1,0.0,0,43,0,France,Male,0
43,0.0,556,125154.57,3,0,1,0.0,1,43,0,France,Female,1
38,0.0,583,113597.64,2,1,1,0.0,0,0,0,France,Female,0
24,100169.51,705,121408.55,1,0,0,0.8250546188499998,0,24,0,France,Female,0
33,145731.83,637,109219.43,1,1,0,1.3342909380598482,0,0,0,France,Male,0
56,110802.03,697,50230.31,1,1,0,2.2058359616741035,0,0,0,Spain,Male,1
46,120392.99,555,177719.88,1,0,0,0.6774273793827714,0,46,1,Germany,Female,1
26,135067.52,594,131211.86,2,0,0,1.029377150989621,0,26,1,Germany,Female,0
31,136556.44,632,82152.83,1,0,0,1.662204184515804,0,31,0,Spain,Male,1
38,0.0,551,216.27,2,1,1,0.0,0,0,0,France,Female,0
35,99587.43,687,1713.1,1,1,0,58.09896155416837,0,0,0,France,Female,1
53,0.0,672,136910.18,1,1,1,0.0,0,0,0,France,Female,0
34,70731.07,521,20243.97,1,1,0,3.493760178454204,0,0,0,Spain,Female,1
35,109342.82,686,86043.27,2,1,0,1.2707739864606906,0,0,1,Germany,Male,0
28,0.0,639,126561.07,2,0,1,0.0,0,28,0,Spain,Male,0
66,0.0,850,64350.8,2,1,1,0.0,0,0,0,France,Male,0
25,78247.31,465,10472.31,2,1,0,7.471115626291975,0,0,0,France,Male,0
55,117561.49,817,95941.55,1,0,0,1.2253321388685208,0,55,0,France,Female,1
23,88980.32,578,125222.36,1,1,0,0.7105728515829635,0,0,0,France,Male,0
34,0.0,611,170950.58,2,0,1,0.0,0,34,0,Spain,Male,0
41,103560.57,616,236.45,1,0,0,436.136323436513,0,41,1,Germany,Female,1
37,113308.84,517,31517.16,1,1,0,3.5950334664206287,0,0,0,France,Male,0
40,0.0,637,181610.6,2,1,1,0.0,0,0,0,Spain,Female,0
32,63763.49,806,156593.09,1,0,0,0.4071896327632799,0,32,0,France,Female,0
29,169988.35,633,4272.0,1,0,0,39.781968172244326,0,29,0,France,Female,0
35,180303.24,624,163587.9,2,0,0,1.1021728246843154,0,35,1,Germany,Female,0
52,0.0,691,175843.68,1,0,1,0.0,0,52,0,France,Male,1
49,120656.86,819,166164.3,4,0,0,0.7261254907011272,1,49,1,Germany,Female,1
31,61592.14,568,61796.64,2,1,0,0.9966746302933251,0,0,0,Germany,Female,0
48,164701.68,806,21439.49,1,1,0,7.681805779625371,0,0,0,France,Male,0
26,80780.16,726,19225.85,1,1,0,4.2014245703274335,0,0,0,Spain,Female,0
36,0.0,552,132547.02,2,0,1,0.0,0,36,0,France,Male,0
30,154221.37,755,62688.55,2,1,0,2.460080986384493,0,0,1,Germany,Female,0
26,0.0,634,21760.96,1,0,1,0.0,0,26,0,France,Male,0
26,101641.14,756,154460.68,2,1,0,0.65803466594433,0,0,0,France,Female,0
37,0.0,776,8065.0,1,1,1,0.0,0,0,0,France,Male,0
45,92786.66,649,173365.9,1,0,0,0.5352040095312312,0,45,0,France,Female,1
32,131081.66,595,69428.79,2,1,0,1.8879743118911927,0,0,1,Germany,Male,0
30,98014.74,646,12757.14,1,1,0,7.682525822729646,0,0,0,France,Male,0
38,0.0,592,180426.2,2,0,1,0.0,0,38,0,Spain,Male,0
26,97460.1,574,43093.67,1,1,0,2.261534895150607,0,0,0,France,Male,0
36,104077.19,850,68594.0,2,1,0,1.5172707923318027,0,0,0,France,Male,0
29,0.0,850,197996.65,2,1,1,0.0,0,0,0,Spain,Female,0
46,0.0,475,122953.0,2,0,1,0.0,0,46,0,France,Female,1
39,0.0,642,76821.24,1,1,1,0.0,0,0,0,France,Female,0
51,93656.95,710,141400.51,1,1,0,0.6623475944493096,0,0,0,Spain,Female,1
30,121345.88,596,41921.75,4,0,0,2.894511452612245,1,30,0,Spain,Male,1
39,141675.23,609,175664.25,1,1,0,0.8065068646189273,0,0,0,France,Female,0
31,0.0,797,117916.63,2,0,1,0.0,0,31,0,Spain,Female,0
43,102365.49,504,194690.77,1,0,0,0.5257823173521922,0,43,1,Germany,Female,1
50,0.0,735,166677.35,1,0,1,0.0,0,50,0,Spain,Male,1
30,0.0,680,160131.58,1,0,1,0.0,0,30,0,Spain,Female,0
52,0.0,449,123622.0,2,1,1,0.0,0,0,0,France,Male,0
57,101868.51,685,113483.96,1,1,0,0.8976388589289717,0,0,1,Germany,Male,0
38,0.0,569,79618.79,2,0,1,0.0,0,38,0,Spain,Male,0
35,112392.45,631,24472.23,2,0,0,4.59246490961757,0,35,0,France,Male,0
25,106570.34,595,177025.79,2,1,0,0.6020011999313776,0,0,1,Germany,Female,0
28,0.0,461,103349.74,1,1,1,0.0,0,0,0,France,Female,0
50,81947.76,630,63606.22,1,1,0,1.288340537442133,0,0,0,France,Male,1
31,144162.3,661,14490.79,2,1,0,9.947860133220257,0,0,0,France,Female,0
39,86350.87,796,105080.53,2,0,0,0.8217511678788841,0,39,0,Germany,Male,0
47,158623.14,710,83499.89,1,0,0,1.8996580755007524,0,47,0,France,Male,1
32,0.0,741,143598.7,2,0,1,0.0,0,32,0,France,Male,0
48,132403.56,606,36091.91,1,0,0,3.6684091141445783,0,48,1,Germany,Male,1
27,0.0,747,13007.89,2,0,1,0.0,0,27,0,France,Male,0
43,134985.66,549,6101.41,1,0,0,22.120057485485244,0,43,1,Germany,Female,0
36,0.0,576,48314.0,2,1,1,0.0,0,0,0,France,Male,0
37,103772.45,528,197111.99,1,0,0,0.5264617517090071,0,37,0,France,Male,0
33,133040.32,535,110299.78,1,1,0,1.2061593762074938,0,0,0,France,Male,0
37,0.0,575,30114.32,2,0,1,0.0,0,37,0,Spain,Female,0
39,0.0,656,98894.64,2,1,1,0.0,0,0,0,France,Male,0
42,0.0,440,49826.68,2,0,1,0.0,0,42,0,France,Male,0
38,71460.67,539,10074.05,2,1,0,7.092835271288976,0,0,0,Spain,Male,0
39,133214.13,850,20769.88,1,1,0,6.413504386910906,0,0,0,Spain,Male,0
37,96558.66,646,163427.18,1,0,0,0.590832376643979,0,37,0,France,Female,0
54,93806.31,744,140068.77,2,1,0,0.6697113160105853,0,0,0,France,Male,0
36,0.0,710,83206.19,2,0,1,0.0,0,36,0,Spain,Female,0
64,124043.8,544,111402.97,1,1,0,1.1134594215987097,0,0,0,France,Female,1
52,131694.97,723,92873.5,1,1,0,1.4179884683093853,0,0,1,Germany,Male,1
29,0.0,507,94780.9,2,1,1,0.0,0,0,0,Spain,Female,0
35,106266.8,787,16607.15,1,1,0,6.398473038839365,0,0,0,France,Female,0
41,0.0,598,161954.43,2,1,1,0.0,0,0,0,Spain,Male,0
51,0.0,796,194733.28,2,1,1,0.0,0,0,0,France,Male,0
41,139840.36,569,163524.7,1,1,0,0.8551583023341284,0,0,0,Spain,Female,0
34,0.0,711,48260.19,2,0,1,0.0,0,34,0,France,Male,0
35,124098.54,661,86678.48,1,0,0,1.4316945602350175,0,35,1,Germany,Male,0
32,145807.59,415,3064.65,1,1,0,47.56172100533329,0,0,0,France,Male,0
23,0.0,578,112124.98,2,0,1,0.0,0,23,0,Spain,Male,0
26,107508.93,611,120801.65,2,1,0,0.889955063071878,0,0,0,France,Female,0
28,0.0,600,52193.23,2,1,1,0.0,0,0,0,France,Female,0
32,145980.23,661,56636.28,1,1,0,2.577458345457268,0,0,1,Germany,Female,0
37,212778.2,850,69372.88,1,1,0,3.067122669223633,0,0,0,France,Female,0
47,152522.47,573,164038.07,1,1,0,0.9297935546696283,0,0,1,Germany,Female,1
33,168964.77,764,118982.51,1,1,0,1.4200687977686992,0,0,0,Spain,Female,0
34,0.0,838,27472.07,2,0,1,0.0,0,34,0,France,Female,0
28,0.0,821,36754.13,1,1,1,0.0,0,0,0,France,Female,0
36,98266.3,607,46416.36,1,1,0,2.1170161336189737,0,0,0,Spain,Female,0
38,113000.92,558,152872.39,1,1,0,0.7391797879277746,0,0,0,France,Male,0
23,137060.88,530,165227.23,2,1,0,0.8295245915301519,0,0,1,Germany,Male,0
37,112146.12,654,75927.35,1,0,0,1.4769993026320207,0,37,1,Germany,Male,0
33,129307.32,530,172930.28,1,1,0,0.7477381766907641,0,0,0,France,Female,0
69,163975.09,656,36108.5,1,1,0,4.541051246901785,0,0,0,Spain,Male,0
43,0.0,520,36202.74,2,1,1,0.0,0,0,0,Spain,Male,0
42,158414.85,602,131886.46,1,1,0,1.2011365599125194,0,0,1,Germany,Female,0
48,92072.68,701,133992.36,1,1,0,0.6871436017426535,0,0,0,Germany,Female,0
30,88243.29,653,96658.26,2,1,0,0.912931570136167,0,0,0,Spain,Female,0
25,0.0,668,135112.09,2,1,1,0.0,0,0,0,Spain,Male,0
48,59486.31,652,163944.18,1,0,0,0.3628426892452709,0,48,0,France,Male,1
54,0.0,639,53843.71,2,1,1,0.0,0,0,0,Spain,Female,0
52,0.0,730,122398.84,2,1,1,0.0,0,0,0,Spain,Female,0
34,0.0,780,64804.04,1,1,1,0.0,0,0,0,France,Male,0
38,119278.01,592,19370.73,2,1,0,6.157323584419151,0,0,0,France,Female,0
34,158741.43,628,126192.54,2,1,0,1.2579204133587187,0,0,0,France,Male,0
40,140596.95,658,135459.02,1,1,0,1.0379221116311663,0,0,0,France,Female,1
29,0.0,850,94815.04,2,1,1,0.0,0,0,0,Spain,Female,0
37,90432.92,515,188366.04,1,1,0,0.480088873297579,0,0,0,Germany,Male,1
35,104783.81,571,178512.52,2,1,0,0.5869796864685656,0,0,0,France,Female,0
42,77992.97,760,97906.38,2,1,0,0.7965995004666655,0,0,0,Germany,Male,0
43,110822.9,720,72861.94,1,0,0,1.5209776053505388,0,43,1,Germany,Female,0
42,119624.6,632,195978.86,2,1,0,0.6103923127611175,0,0,1,Germany,Male,0
31,109052.59,694,19448.93,2,1,0,5.606837145429315,0,0,1,Germany,Male,1
40,139129.44,559,32635.54,1,1,0,4.262996016121807,0,0,0,Spain,Female,0
42,152324.66,773,171733.22,2,0,0,0.8869790773207576,0,42,1,Germany,Female,0
38,0.0,581,46176.22,2,0,1,0.0,0,38,0,France,Male,0
37,127480.58,524,179634.69,2,0,0,0.709661760421885,0,37,1,Germany,Female,0
53,115029.4,713,191521.32,1,0,0,0.6006057153025297,0,53,0,France,Male,1
40,114005.78,676,67998.45,1,1,0,1.676569148721056,0,0,0,France,Male,0
42,116646.76,651,44731.8,1,0,0,2.607633772086701,0,42,1,Germany,Female,1
49,110864.38,717,124532.9,2,1,0,0.8902345465772774,0,0,0,Spain,Female,1
23,156267.59,594,160968.44,1,0,0,0.9707904183551859,0,23,0,France,Male,0
44,109528.28,716,27341.63,1,0,0,4.00576974490018,0,44,0,France,Female,1
35,102482.76,668,53994.64,1,1,0,1.89798213337225,0,0,0,France,Female,0
23,115563.71,678,91633.53,1,1,0,1.2611371499368198,0,0,1,Germany,Male,0
23,0.0,545,189613.12,2,0,1,0.0,0,23,0,France,Male,0
40,95624.36,613,60706.33,2,1,0,1.5751699177018657,0,0,0,France,Female,0
21,0.0,687,154767.34,2,1,1,0.0,0,0,0,Spain,Female,0
28,160376.61,715,196853.11,1,0,0,0.8146977982832058,0,28,0,France,Male,0
41,37702.79,618,195775.48,1,1,0,0.19258079417915777,0,0,0,Germany,Male,0
35,118273.83,721,3086.89,1,1,0,38.30247515293615,0,0,0,France,Female,0
34,131082.17,445,70618.0,2,1,0,1.8561884195471476,0,0,1,Germany,Female,0
38,94456.0,690,55034.02,2,1,0,1.7162890101611665,0,0,0,France,Male,0
43,0.0,709,168035.62,2,0,1,0.0,0,43,0,France,Female,1
42,0.0,671,128449.33,2,1,1,0.0,0,0,0,Spain,Female,0
33,93791.38,538,199249.29,1,1,0,0.4707214227893972,0,0,0,France,Male,0
33,0.0,735,149474.69,2,0,1,0.0,0,33,0,France,Female,0
37,0.0,592,126726.33,2,1,1,0.0,0,0,0,France,Female,0
61,155973.13,747,147554.26,1,1,0,1.0570489320407825,0,0,0,France,Male,0
36,89409.95,675,149399.7,1,1,0,0.5984573700123225,0,0,0,Germany,Male,0
39,97854.37,632,93536.38,2,0,0,1.0461525648890315,0,39,0,Spain,Female,0
39,0.0,621,58883.91,2,1,1,0.0,0,0,0,France,Male,0
29,60280.62,521,154271.41,1,0,0,0.39074141643343746,0,29,0,Spain,Male,0
36,135216.8,591,122022.89,1,1,0,1.1081174350366965,0,0,0,Spain,Male,0
28,124923.35,706,50299.14,2,1,0,2.4835586938724226,0,0,1,Germany,Female,0
38,0.0,677,187800.63,2,0,1,0.0,0,38,0,France,Male,0
27,188614.07,769,171344.09,1,0,0,1.1007847963428659,0,27,1,Germany,Male,0
32,62321.62,771,40920.59,1,1,0,1.5229520651568038,0,0,0,France,Male,0
48,120782.7,601,63940.68,1,0,0,1.8889509940933675,0,48,1,Germany,Female,1
42,115961.58,670,29483.87,2,1,0,3.9329181373362,0,0,0,France,Female,0
28,115062.61,517,179056.23,1,0,0,0.6426024238172343,0,28,0,France,Male,0
49,160602.25,834,129273.94,2,0,0,1.242330880215454,0,49,0,France,Female,0
42,108825.34,571,55558.51,3,0,0,1.9587166985453974,1,42,0,France,Female,1
36,166287.85,576,23305.85,1,1,0,7.134720050114023,0,0,1,Germany,Female,0
31,152663.77,718,17128.64,1,1,0,8.912257934200602,0,0,0,France,Female,0
31,80844.69,636,74641.9,2,1,0,1.0830861341132245,0,0,0,Germany,Female,0
40,97001.36,566,154486.01,2,0,0,0.6278933096057719,0,40,0,Germany,Female,0
64,0.0,711,3185.67,2,1,1,0.0,0,0,0,France,Male,0
39,122524.61,574,88463.63,2,0,0,1.3850124055229756,0,39,0,France,Female,0
35,132292.63,619,65682.93,1,0,0,2.0140790905781674,0,35,0,France,Female,0
24,0.0,588,140586.08,2,1,1,0.0,0,0,0,France,Female,0
49,91502.99,760,117232.9,1,0,0,0.7805164717713904,0,49,0,Germany,Female,1
52,0.0,665,116137.01,1,0,1,0.0,0,52,0,France,Male,1
29,59385.98,739,105533.96,2,1,0,0.5627138154029717,0,0,0,Germany,Male,0
77,0.0,641,81514.06,3,1,1,0.0,1,0,0,France,Male,0
21,97956.5,685,164966.27,1,1,0,0.5937935446225182,0,0,1,Germany,Female,0
49,0.0,594,23631.55,2,1,1,0.0,0,0,0,France,Female,0
40,0.0,557,105433.53,2,1,1,0.0,0,0,0,Spain,Female,0
27,141223.68,697,90591.15,2,0,0,1.5588953347503067,0,27,0,France,Male,0
18,151762.74,656,127014.32,1,1,0,1.1948380715019258,0,0,0,France,Male,0
43,141749.74,712,90905.26,2,1,0,1.559295696467988,0,0,1,Germany,Male,0
38,75075.14,689,8651.92,1,1,0,8.676278065670317,0,0,0,Spain,Male,1
25,165686.11,697,15467.98,2,0,0,10.710861996072138,0,25,0,France,Female,0
38,0.0,589,79915.28,1,0,1,0.0,0,38,0,France,Male,0
25,0.0,525,69361.95,2,0,1,0.0,0,25,0,Spain,Female,0
44,0.0,680,86935.08,2,0,1,0.0,0,44,0,France,Male,0
28,0.0,617,7597.83,2,1,1,0.0,0,0,0,France,Female,1
32,92961.61,680,116957.6,1,0,0,0.7948249209549362,0,32,0,France,Male,0
30,0.0,662,157884.83,2,1,1,0.0,0,0,0,Spain,Female,0
46,130812.91,736,77981.54,1,1,0,1.6774640836269248,0,0,1,Germany,Male,1
57,107174.58,657,126369.55,1,1,0,0.8480977569536573,0,0,1,Germany,Male,1
54,152677.48,350,191973.49,1,1,0,0.7953008756528017,0,0,0,Spain,Male,1
30,132005.77,617,142940.39,1,0,0,0.9234957768355266,0,30,0,France,Male,0
35,0.0,562,48869.67,1,0,1,0.0,0,35,0,France,Male,0
23,0.0,705,73131.73,2,1,1,0.0,0,0,0,Spain,Female,0
33,127305.5,516,120037.36,1,1,0,1.0605401473329026,0,0,0,France,Female,0
37,0.0,573,193995.37,2,0,1,0.0,0,37,0,France,Female,0
31,0.0,538,179453.66,2,0,1,0.0,0,31,0,Spain,Female,0
39,0.0,699,80963.92,1,0,1,0.0,0,39,0,France,Male,0
32,170291.22,504,15658.99,2,1,0,10.874286637475503,0,0,1,Germany,Male,0
47,102562.23,583,92708.1,1,0,0,1.1062800739086023,0,47,0,Spain,Male,0
53,111061.01,712,26542.17,2,0,0,4.184165267373867,0,53,0,Spain,Male,0
62,0.0,626,65010.74,1,1,1,0.0,0,0,0,Spain,Male,0
34,124379.14,631,106892.91,1,0,0,1.1635755488783224,0,34,0,France,Female,0
37,0.0,663,185210.63,1,1,1,0.0,0,0,0,France,Female,0
41,57745.76,506,4035.46,1,0,0,14.306040441376851,0,41,0,Germany,Female,0
50,129293.74,570,177805.44,1,0,0,0.7271600511207581,0,50,1,Germany,Female,1
45,0.0,703,68831.72,2,1,1,0.0,0,0,0,France,Female,0
40,150777.1,698,114732.62,1,0,0,1.314149244136113,0,40,1,Germany,Female,0
41,0.0,731,22299.27,2,0,1,0.0,0,41,0,Spain,Male,0
34,0.0,625,197283.2,2,0,1,0.0,0,34,0,France,Male,0
31,108632.48,634,179485.96,1,1,0,0.6052388429777852,0,0,0,Spain,Male,1
59,153861.1,616,17699.48,1,1,0,8.692481785804679,0,0,0,France,Male,0
56,100374.58,500,118490.8,1,0,0,0.8471014871915188,0,56,0,France,Male,1
32,0.0,446,133292.94,2,0,1,0.0,0,32,0,France,Male,0
47,61196.54,669,58170.24,1,0,0,1.0520067992361861,0,47,0,France,Female,0
31,116891.72,581,107137.3,1,0,0,1.0910357920556888,0,31,1,Germany,Male,0
54,133656.91,704,145071.33,3,0,0,0.9213122171540226,1,54,1,Germany,Female,1
44,92911.52,748,85495.24,1,1,0,1.086732235242158,0,0,0,France,Male,0
31,119825.75,680,101139.3,2,1,0,1.184747820601679,0,0,0,Spain,Female,0
37,111852.84,655,10511.13,2,0,0,10.64035928018394,0,37,0,France,Female,0
32,106683.52,690,137916.49,2,1,0,0.7735314788573951,0,0,1,Germany,Male,0
40,139022.24,695,193383.13,1,1,0,0.7188916691354145,0,0,1,Germany,Male,0
40,148571.07,700,189826.96,1,0,0,0.7826616795544766,0,40,1,Germany,Female,1
52,0.0,773,144113.42,1,1,1,0.0,0,0,0,France,Male,0
42,129776.72,749,143538.51,2,1,0,0.9041184549118217,0,0,0,France,Male,0
46,0.0,611,77677.14,1,0,1,0.0,0,46,0,France,Female,1
46,0.0,606,183717.94,2,1,1,0.0,0,0,0,Spain,Female,0
24,0.0,554,92180.62,1,0,1,0.0,0,24,0,France,Male,0
37,0.0,567,28690.9,2,1,1,0.0,0,0,0,France,Female,0
24,114739.92,559,85891.02,1,0,0,1.3358624002555766,0,24,0,Spain,Male,1
41,122545.65,594,42050.24,2,1,0,2.914198249564103,0,0,1,Germany,Male,0
37,0.0,513,110142.34,2,0,1,0.0,0,37,0,France,Female,0
26,131908.35,652,179269.79,1,1,0,0.7358050354996484,0,0,1,Germany,Female,0
42,105722.69,680,90558.24,1,1,0,1.1674423283587627,0,0,1,Germany,Female,1
33,0.0,784,162022.47,2,0,1,0.0,0,33,0,Spain,Male,0
44,0.0,812,66926.83,3,0,1,0.0,1,44,0,Spain,Female,1
40,0.0,784,108891.3,2,0,1,0.0,0,40,0,Spain,Female,0
18,82767.42,570,71811.9,1,0,0,1.1525425097719213,0,18,0,France,Female,0
42,87842.98,712,92223.59,1,0,0,0.9524897860754924,0,42,0,France,Female,0
39,133261.13,705,78065.9,1,1,0,1.70701193463555,0,0,0,Spain,Male,0
32,0.0,681,59679.9,2,1,1,0.0,0,0,0,Spain,Female,0
41,97925.11,620,85000.32,1,0,0,1.1520422271089437,0,41,0,France,Male,0
52,0.0,711,159808.95,1,1,1,0.0,0,0,0,France,Male,0
24,140453.91,613,129001.3,1,0,0,1.088770587811225,0,24,0,France,Female,0
20,117356.19,613,113557.7,1,0,0,1.0334407667576329,0,20,1,Germany,Female,1
36,0.0,682,147758.51,2,1,1,0.0,0,0,0,Spain,Male,0
37,137204.77,850,28865.59,1,1,0,4.75306470213489,0,0,0,Spain,Male,0
41,0.0,601,160607.06,2,1,1,0.0,0,0,0,France,Female,0
35,0.0,595,100015.79,1,0,1,0.0,0,35,0,Spain,Male,1
36,54098.18,675,54478.52,2,1,0,0.9930003054358776,0,0,0,Spain,Male,0
31,0.0,591,141677.33,1,1,1,0.0,0,0,0,Spain,Male,0
23,113758.48,602,84077.6,2,0,0,1.35300159612553,0,23,0,France,Male,0
34,0.0,554,106981.03,1,1,1,0.0,0,0,0,Spain,Female,0
37,118636.92,541,73551.44,1,1,0,1.612956959687537,0,0,0,France,Male,0
34,0.0,506,115842.1,2,0,1,0.0,0,34,0,France,Male,0
44,95488.82,814,107013.59,2,0,0,0.892297209193625,0,44,0,Germany,Male,0
30,110829.52,683,24938.84,2,0,0,4.443874539692316,0,30,0,France,Male,0
51,144244.59,485,51113.14,2,0,0,2.8220095261311253,0,51,1,Germany,Male,0
31,122021.92,696,33828.64,2,0,0,3.6069529560468276,0,31,1,Germany,Female,0
30,0.0,608,128875.86,2,0,1,0.0,0,30,0,France,Female,0
50,0.0,792,194700.81,4,1,1,0.0,1,0,0,France,Male,1
22,0.0,686,158974.45,2,0,1,0.0,0,22,0,Spain,Male,0
42,85839.62,790,198182.73,1,0,0,0.4331315189193381,0,42,0,Germany,Male,0
29,96974.97,654,141404.07,1,1,0,0.6857955658874183,0,0,0,France,Female,0
35,148172.44,452,4175.68,1,1,0,35.47612936590785,0,0,0,France,Male,0
38,0.0,719,126876.47,1,0,1,0.0,0,38,0,Spain,Male,0
40,0.0,707,41052.82,2,0,1,0.0,0,40,0,France,Female,0
49,0.0,699,105760.01,1,0,1,0.0,0,49,0,France,Female,0
30,0.0,850,27937.12,2,1,1,0.0,0,0,0,Spain,Male,0
